(-0.46110412, -0.3094678, 2.166347)
(-0.45701477, -0.3089795, 2.1678119)
(-0.45677063, -0.3094678, 2.1691546)
(-0.46061584, -0.31044436, 2.1665912)
(-0.45780823, -0.31142092, 2.1823382)
(-0.45579407, -0.3148389, 2.17831)
(-0.4562213, -0.3172803, 2.178249)
(-0.45805237, -0.3172803, 2.1806903)
(-0.51786685, -0.28505373, 2.207973)
(-0.53297305, -0.28285646, 2.2047992)
(-0.5315387, -0.27553225, 2.206264)
(-0.5160358, -0.27870607, 2.2099261)
(-0.49311706, -0.25746584, 2.2067523)
(-0.49955627, -0.2633252, 2.2057147)
(-0.5023029, -0.2601514, 2.2141986)
(-0.4914386, -0.25258303, 2.209499)
(-0.42588684, -0.35976076, 2.0802875)
(-0.42277405, -0.35927248, 2.0888324)
(-0.42222473, -0.35292482, 2.0859027)
(-0.5547931, -0.301167, 2.0929828)
(-0.55741763, -0.29970217, 2.089809)
(-0.5577533, -0.301167, 2.0901752)
(-0.55515933, -0.30263186, 2.0926166)
(-0.5712726, -0.3016553, 2.0931048)
(-0.56870914, -0.30458498, 2.090053)
(-0.56785464, -0.30751467, 2.0910296)
(-0.56980777, -0.30800295, 2.0927386)
(-0.4258258, -0.35243654, 2.0780902)
(-0.4523761, -0.33583498, 2.2022357)
(-0.45310852, -0.33339357, 2.2032733)
(-0.45182678, -0.33192873, 2.2019305)
(-0.45139953, -0.33437014, 2.200832)
(-0.453963, -0.3172803, 2.1997333)
(-0.45536682, -0.32411623, 2.2002826)
(-0.4550006, -0.3275342, 2.2013202)
(-0.4542682, -0.3250928, 2.2012591)
(-0.45127746, -0.30604982, 2.1983905)
(-0.45188782, -0.3065381, 2.1972308)
(-0.452193, -0.3119092, 2.199184)
(-0.45182678, -0.31142092, 2.2004657)
(-0.4454181, -0.28383303, 2.1724505)
(-0.4445636, -0.28651857, 2.174831)
(-0.44535705, -0.28407717, 2.176723)
(-0.44798157, -0.2818799, 2.173061)
(-0.4506671, -0.28212404, 2.1720843)
(-0.44981262, -0.28285646, 2.1771502)
(-0.45091125, -0.28578615, 2.1771502)
(-0.45164368, -0.2848096, 2.173244)
(-0.4473712, -0.34462404, 2.1866107)
(-0.4464557, -0.34120607, 2.1867328)
(-0.44608948, -0.3402295, 2.183681)
(-0.447005, -0.34364748, 2.1833758)
(-0.4614093, -0.30995607, 2.1881976)
(-0.4607379, -0.30263186, 2.1867938)
(-0.45866272, -0.30849123, 2.192226)
(-0.45884582, -0.3119092, 2.192409)
(-0.45347473, -0.33388186, 2.1916156)
(-0.4548175, -0.33583498, 2.1947894)
(-0.45512268, -0.33339357, 2.1964374)
(-0.45432922, -0.33144045, 2.1934466)
(-0.45591614, -0.33729982, 2.2005267)
(-0.4565265, -0.33437014, 2.2019916)
(-0.44554016, -0.29188967, 2.1690326)
(-0.44633362, -0.29530764, 2.1673236)
(-0.44706604, -0.29726076, 2.1683002)
(-0.4473712, -0.2962842, 2.1700702)
(-0.45658752, -0.31093264, 2.178371)
(-0.45420715, -0.3148389, 2.1778827)
(-0.4503009, -0.29530764, 2.192165)
(-0.44969055, -0.29726076, 2.1913714)
(-0.45060608, -0.3016553, 2.1950336)
(-0.45121643, -0.29970217, 2.1962543)
(-0.45072815, -0.2992139, 2.1878314)
(-0.4515216, -0.30214357, 2.1918597)
(-0.45213196, -0.30312014, 2.193935)
(-0.45139953, -0.30067873, 2.1917987)
(-0.45054504, -0.3382764, 2.1932025)
(-0.4490802, -0.33974123, 2.1881366)
(-0.4482257, -0.33925295, 2.1885638)
(-0.4499347, -0.33729982, 2.193996)
(-0.45927307, -0.3246045, 2.1930804)
(-0.45945618, -0.32948732, 2.1902728)
(-0.45963928, -0.32899904, 2.1897235)
(-0.45927307, -0.3246045, 2.1917377)
(-0.45469543, -0.33485842, 2.1989398)
(-0.4550006, -0.332417, 2.1999774)
(-0.4554889, -0.33095217, 2.1977801)
(-0.45335266, -0.3299756, 2.1761127)
(-0.45335266, -0.33144045, 2.1771502)
(-0.45329162, -0.3299756, 2.1778827)
(-0.45316955, -0.32802248, 2.1772723)
(-0.44816467, -0.2831006, 2.1792254)
(-0.45805237, -0.29237795, 2.1821551)
(-0.45805237, -0.2938428, 2.1839862)
(-0.45823547, -0.2987256, 2.1878924)
(-0.45927307, -0.2992139, 2.187282)
(-0.4471881, -0.28383303, 2.1683002)
(-0.44462463, -0.28456545, 2.169704)
(-0.44486877, -0.2835889, 2.171413)
(-0.4476764, -0.28285646, 2.1700091)
(-0.45194885, -0.3353467, 2.178432)
(-0.4517047, -0.33485842, 2.181911)
(-0.45268127, -0.33388186, 2.180263)
(-0.45249817, -0.33388186, 2.1775165)
(-0.4551837, -0.3221631, 2.1983294)
(-0.45487854, -0.32899904, 2.1952777)
(-0.45121643, -0.31239748, 2.1943622)
(-0.45316955, -0.31337404, 2.1964374)
(-0.45243713, -0.3089795, 2.195644)
(-0.5644367, -0.2835889, 2.180141)
(-0.5543964, -0.28212404, 2.1919208)
(-0.55308414, -0.2757764, 2.1930804)
(-0.56199527, -0.27992678, 2.183681)
(-0.450484, -0.30849123, 2.1933856)
(-0.45188782, -0.32069826, 2.1928363)
(-0.45432922, -0.32069826, 2.19601)
(-0.45298645, -0.33095217, 2.199306)
(-0.45304748, -0.3246045, 2.2005877)
(-0.4537799, -0.33144045, 2.1997333)
(-0.45988342, -0.332417, 2.1869159)
(-0.46220276, -0.3353467, 2.1898456)
(-0.4628131, -0.32899904, 2.1900287)
(-0.46024963, -0.3299756, 2.1883197)
(-0.44712707, -0.30263186, 2.1674457)
(-0.44676086, -0.30458498, 2.1691546)
(-0.44853088, -0.30263186, 2.169887)
(-0.44914123, -0.29970217, 2.1705585)
(-0.4567096, -0.29677248, 2.187038)
(-0.45677063, -0.29286623, 2.183742)
(-0.4558551, -0.29237795, 2.1834369)
(-0.4551837, -0.29530764, 2.1860614)
(-0.45139953, -0.33681154, 2.185451)
(-0.4520099, -0.33095217, 2.1863666)
(-0.452193, -0.33095217, 2.1842303)
(-0.44792053, -0.29970217, 2.178615)
(-0.44859192, -0.301167, 2.1805072)
(-0.44883606, -0.2987256, 2.1830707)
(-0.44816467, -0.29677248, 2.1813617)
(-0.44901916, -0.28749514, 2.1856341)
(-0.4513385, -0.28651857, 2.185329)
(-0.45078918, -0.28407717, 2.1815448)
(-0.44859192, -0.28456545, 2.1824603)
(-0.44834778, -0.29823732, 2.1701922)
(-0.4473712, -0.2987256, 2.1684222)
(-0.45939514, -0.3250928, 2.195644)
(-0.45884582, -0.33144045, 2.1925921)
(-0.45347473, -0.32948732, 2.1909442)
(-0.45402405, -0.32704592, 2.192226)
(-0.44901916, -0.31532717, 2.173244)
(-0.45176575, -0.31532717, 2.1727557)
(-0.4517047, -0.3148389, 2.1726947)
(-0.4484088, -0.31386232, 2.1737323)
(-0.44761536, -0.3148389, 2.1726947)
(-0.44712707, -0.31337404, 2.1729388)
(-0.4466388, -0.31288576, 2.1720233)
(-0.44688293, -0.31386232, 2.171657)
(-0.4527423, -0.31581545, 2.1724505)
(-0.45225403, -0.31532717, 2.1723285)
(-0.45225403, -0.31630373, 2.1729388)
(-0.45744202, -0.3197217, 2.1842914)
(-0.45780823, -0.31239748, 2.1874652)
(-0.45835754, -0.3119092, 2.185573)
(-0.4587848, -0.31825686, 2.1823382)
(-0.45390198, -0.3143506, 2.1981463)
(-0.4461505, -0.33974123, 2.1775775)
(-0.4478595, -0.34218264, 2.176601)
(-0.44865295, -0.3456006, 2.1814227)
(-0.45402405, -0.30263186, 2.1787372)
(-0.4503009, -0.30312014, 2.1778827)
(-0.4499347, -0.30312014, 2.1744647)
(-0.4532306, -0.3016553, 2.1770282)
(-0.4506671, -0.3070264, 2.1708636)
(-0.4517047, -0.30312014, 2.169643)
(-0.4480426, -0.30556154, 2.171352)
(-0.44810364, -0.32118654, 2.1719012)
(-0.4506671, -0.3172803, 2.1728168)
(-0.4490802, -0.31630373, 2.173061)
(-0.44798157, -0.31630373, 2.1723895)
(-0.45213196, -0.30556154, 2.199184)
(-0.4527423, -0.31093264, 2.2016864)
(-0.4551837, -0.31093264, 2.2019305)
(-0.45420715, -0.30507326, 2.199184)
(-0.44547912, -0.28749514, 2.1668353)
(-0.4492633, -0.28407717, 2.1674457)
(-0.44584534, -0.29042482, 2.1654925)
(-0.44969055, -0.34267092, 2.1968646)
(-0.45286438, -0.34413576, 2.1948504)
(-0.45408508, -0.34218264, 2.197414)
(-0.45072815, -0.3407178, 2.199123)
(-0.45683166, -0.3226514, 2.1762958)
(-0.4560382, -0.32069826, 2.1764178)
(-0.45524475, -0.32167482, 2.1753802)
(-0.45554993, -0.32411623, 2.174892)
(-0.4918048, -0.29237795, 2.2019305)
(-0.47434875, -0.28895998, 2.1919208)
(-0.478255, -0.30214357, 2.199367)
(-0.49296448, -0.30263186, 2.2077289)
(-0.44792053, -0.2909131, 2.185451)
(-0.4466388, -0.2884717, 2.1830096)
(-0.4471881, -0.32899904, 2.1712909)
(-0.44669983, -0.33095217, 2.1693988)
(-0.4476764, -0.33681154, 2.1709247)
(-0.44669983, -0.33339357, 2.171352)
(-0.45677063, -0.32655764, 2.2041888)
(-0.45335266, -0.32606936, 2.204372)
(-0.45146057, -0.33583498, 2.176662)
(-0.45091125, -0.33925295, 2.1816058)
(-0.45182678, -0.33729982, 2.1795917)
(-0.45182678, -0.3353467, 2.176784)
(-0.4494464, -0.32704592, 2.1758075)
(-0.4488971, -0.32802248, 2.1758685)
(-0.45085022, -0.32899904, 2.174953)
(-0.45146057, -0.3275342, 2.1745868)
(-0.4466388, -0.33583498, 2.1683002)
(-0.44859192, -0.34120607, 2.171474)
(-0.4577472, -0.29188967, 2.1787372)
(-0.44755432, -0.32802248, 2.1741595)
(-0.4468219, -0.3304639, 2.1744037)
(-0.44810364, -0.3299756, 2.1761737)
(-0.57273746, -0.25795412, 2.1685443)
(-0.5693195, -0.26356936, 2.1703143)
(-0.5716388, -0.26063967, 2.1825824)
(-0.5748737, -0.2535596, 2.171352)
(-0.4456012, -0.29579592, 2.16476)
(-0.44669983, -0.29823732, 2.1668353)
(-0.452193, -0.33437014, 2.1762958)
(-0.4525592, -0.3329053, 2.1759295)
(-0.45310852, -0.32851076, 2.175075)
(-0.4534137, -0.32655764, 2.176845)
(-0.45249817, -0.32118654, 2.187221)
(-0.45158264, -0.31288576, 2.1911883)
(-0.46787903, -0.30067873, 2.1903949)
(-0.46085998, -0.285542, 2.1756854)
(-0.45213196, -0.32899904, 2.1743426)
(-0.45243713, -0.32948732, 2.1744647)
(-0.45298645, -0.32851076, 2.1742816)
(-0.4527423, -0.32802248, 2.1740375)
(-0.44566223, -0.28651857, 2.1805682)
(-0.4525592, -0.32704592, 2.183803)
(-0.45335266, -0.3250928, 2.1804461)
(-0.45249817, -0.32704592, 2.1798358)
(-0.45207092, -0.31630373, 2.2001605)
(-0.4520099, -0.3246045, 2.201198)
(-0.45207092, -0.3250928, 2.2034564)
(-0.45164368, -0.31630373, 2.2021136)
(-0.45054504, -0.28334475, 2.169887)
(-0.4567096, -0.31923342, 2.1772113)
(-0.45487854, -0.31825686, 2.1774554)
(-0.45554993, -0.3250928, 2.1760516)
(-0.45402405, -0.32704592, 2.1742816)
(-0.44657776, -0.301167, 2.1667132)
(-0.4537799, -0.33876467, 2.1955829)
(-0.45432922, -0.33729982, 2.197414)
(-0.45408508, -0.33681154, 2.1936908)
(-0.4532306, -0.3382764, 2.1919208)
(-0.45176575, -0.33974123, 2.188991)
(-0.45139953, -0.34120607, 2.1885028)
(-0.4529254, -0.33974123, 2.1931415)
(-0.45347473, -0.32558107, 2.178493)
(-0.45249817, -0.3275342, 2.1781878)
(-0.44755432, -0.29823732, 2.1773944)
(-0.44712707, -0.29286623, 2.1788592)
(-0.45158264, -0.30507326, 2.1932635)
(-0.44969055, -0.30556154, 2.190456)
(-0.45817444, -0.316792, 2.2005267)
(-0.45927307, -0.32606936, 2.2004657)
(-0.45908996, -0.3250928, 2.1977801)
(-0.45823547, -0.316792, 2.1983905)
(-0.45970032, -0.31825686, 2.1918597)
(-0.46195862, -0.31825686, 2.1899066)
(-0.44688293, -0.3148389, 2.1709247)
(-0.44633362, -0.31874514, 2.1685443)
(-0.45561096, -0.32411623, 2.1754413)
(-0.45420715, -0.32606936, 2.1741595)
(-0.45542786, -0.30019045, 2.1911883)
(-0.4534137, -0.29188967, 2.1834369)
(-0.4544513, -0.29823732, 2.1899676)
(-0.45493957, -0.29042482, 2.1794696)
(-0.4537799, -0.28895998, 2.1773334)
(-0.45304748, -0.28944826, 2.180263)
(-0.44987366, -0.301167, 2.187099)
(-0.45060608, -0.30263186, 2.1902118)
(-0.4534137, -0.31532717, 2.1725726)
(-0.4551837, -0.3143506, 2.1719012)
(-0.45384094, -0.31532717, 2.171596)
(-0.45103332, -0.32069826, 2.1900287)
(-0.45042297, -0.31288576, 2.192409)
(-0.44969055, -0.3304639, 2.1758685)
(-0.45023987, -0.32020998, 2.1756854)
(-0.44846985, -0.32362795, 2.1747088)
(-0.4466388, -0.33437014, 2.1772723)
(-0.44865295, -0.3329053, 2.176601)
(-0.44901916, -0.33144045, 2.17654)
(-0.44761536, -0.33192873, 2.176723)
(-0.45823547, -0.30604982, 2.167934)
(-0.45469543, -0.30458498, 2.1690326)
(-0.45335266, -0.30800295, 2.169643)
(-0.45121643, -0.3407178, 2.1864276)
(-0.4517047, -0.33876467, 2.1876483)
(-0.4587848, -0.33192873, 2.1949115)
(-0.45353577, -0.33192873, 2.178432)
(-0.4535968, -0.3304639, 2.1793475)
(-0.4579303, -0.34364748, 2.185207)
(-0.4558551, -0.34218264, 2.1822162)
(-0.4550006, -0.34267092, 2.1814227)
(-0.45487854, -0.3460889, 2.1816669)
(-0.45213196, -0.2860303, 2.1742816)
(-0.452193, -0.28700686, 2.178249)
(-0.45262024, -0.2884717, 2.178432)
(-0.4525592, -0.28749514, 2.1754413)
(-0.44999573, -0.30263186, 2.1737323)
(-0.45280334, -0.3016553, 2.1761737)
(-0.45286438, -0.3065381, 2.1965594)
(-0.45249817, -0.30556154, 2.1951556)
(-0.45329162, -0.30995607, 2.1970477)
(-0.45329162, -0.31142092, 2.1984515)
(-0.4575641, -0.32313967, 2.1787372)
(-0.45805237, -0.32167482, 2.178249)
(-0.45634338, -0.33632326, 2.1843524)
(-0.45536682, -0.33876467, 2.1866717)
(-0.45402405, -0.34120607, 2.1830707)
(-0.45506164, -0.3402295, 2.1814227)
(-0.4587848, -0.3329053, 2.1972308)
(-0.4532306, -0.32899904, 2.1793475)
(-0.45347473, -0.32899904, 2.1805072)
(-0.45329162, -0.32899904, 2.178615)
(-0.45207092, -0.32655764, 2.1744037)
(-0.45017883, -0.32558107, 2.1758685)
(-0.44853088, -0.33437014, 2.1778827)
(-0.44773743, -0.3382764, 2.1831317)
(-0.44883606, -0.3382764, 2.1822162)
(-0.44932434, -0.3353467, 2.1778216)
(-0.4525592, -0.33144045, 2.1751971)
(-0.5377338, -0.28749514, 2.2069964)
(-0.542403, -0.29286623, 2.2109637)
(-0.48402283, -0.3539014, 2.0351214)
(-0.49330017, -0.35194826, 2.0346332)
(-0.4893634, -0.3460889, 2.0334125)
(-0.48081848, -0.34706545, 2.0353656)
(-0.4492633, -0.34218264, 2.1752582)
(-0.45139953, -0.34413576, 2.1788592)
(-0.45085022, -0.34511232, 2.1795306)
(-0.4497516, -0.34267092, 2.1764789)
(-0.45310852, -0.33681154, 2.1916156)
(-0.45347473, -0.33388186, 2.1986957)
(-0.4525592, -0.316792, 2.176845)
(-0.4546344, -0.31337404, 2.1746478)
(-0.46165344, -0.3119092, 2.1673236)
(-0.46134827, -0.31288576, 2.1673236)
(-0.46171448, -0.31288576, 2.1686664)
(-0.4620807, -0.3119092, 2.1686664)
(-0.46006653, -0.30751467, 2.1711688)
(-0.45695373, -0.3065381, 2.1719012)
(-0.4565265, -0.30458498, 2.1705585)
(-0.46006653, -0.30507326, 2.1704974)
(-0.46220276, -0.3089795, 2.1676898)
(-0.46183655, -0.31044436, 2.1674457)
(-0.4622638, -0.30995607, 2.1690326)
(-0.46287414, -0.30800295, 2.169704)
(-0.45042297, -0.3402295, 2.1843524)
(-0.44981262, -0.3402295, 2.187099)
(-0.45194885, -0.3329053, 2.1990008)
(-0.452193, -0.33095217, 2.1999774)
(-0.4520099, -0.33729982, 2.195705)
(-0.45280334, -0.33632326, 2.1972919)
(-0.44639465, -0.30751467, 2.1692767)
(-0.44657776, -0.30751467, 2.1711078)
(-0.447005, -0.30604982, 2.1707416)
(-0.45109436, -0.33632326, 2.199489)
(-0.45158264, -0.33876467, 2.2006488)
(-0.4443805, -0.2884717, 2.1691546)
(-0.44468567, -0.28651857, 2.1684222)
(-0.47331116, -0.21767092, 2.16122)
(-0.46720764, -0.22670412, 2.1709247)
(-0.4700763, -0.21840334, 2.1761127)
(-0.4774005, -0.20937014, 2.1670794)
(-0.44608948, -0.33729982, 2.1755023)
(-0.44731018, -0.33974123, 2.1745257)
(-0.4615924, -0.30751467, 2.1668353)
(-0.46263, -0.3065381, 2.167934)
(-0.45957825, -0.30507326, 2.1690326)
(-0.4565265, -0.31142092, 2.1692767)
(-0.46049377, -0.31142092, 2.1675677)
(-0.45988342, -0.3089795, 2.171474)
(-0.4584796, -0.31386232, 2.1703143)
(-0.4575641, -0.3143506, 2.1701312)
(-0.45310852, -0.30067873, 2.171535)
(-0.45310852, -0.30019045, 2.1740985)
(-0.44999573, -0.29970217, 2.1726336)
(-0.4628131, -0.30604982, 2.1700091)
(-0.4565265, -0.32411623, 2.1769671)
(-0.4572589, -0.30995607, 2.1728778)
(-0.4565265, -0.30800295, 2.1761127)
(-0.45561096, -0.30556154, 2.1755633)
(-0.45731995, -0.30800295, 2.1729999)
(-0.44987366, -0.29823732, 2.1848407)
(-0.44938537, -0.30019045, 2.1845965)
(-0.45487854, -0.30312014, 2.1795306)
(-0.45109436, -0.3040967, 2.1806903)
(-0.453963, -0.3197217, 2.176784)
(-0.4517047, -0.3226514, 2.1761127)
(-0.45310852, -0.31581545, 2.1729388)
(-0.45658752, -0.3119092, 2.1726336)
(-0.45597717, -0.30995607, 2.1759906)
(-0.45658752, -0.31239748, 2.1695209)
(-0.45316955, -0.31239748, 2.171474)
(-0.45347473, -0.31386232, 2.1712298)
(-0.4568927, -0.31337404, 2.169826)
(-0.45249817, -0.3304639, 2.181911)
(-0.4468219, -0.33729982, 2.1727557)
(-0.44621155, -0.33437014, 2.1743426)
(-0.46476623, -0.348042, 2.1946063)
(-0.46873352, -0.33974123, 2.1982684)
(-0.46067688, -0.3407178, 2.1881976)
(-0.45970032, -0.31044436, 2.1711078)
(-0.46092102, -0.31386232, 2.1675677)
(-0.4600055, -0.31288576, 2.168056)
(-0.45121643, -0.30263186, 2.1946673)
(-0.44920227, -0.29970217, 2.173183)
(-0.45335266, -0.3246045, 2.1742206)
(-0.45738098, -0.31093264, 2.199184)
(-0.45664856, -0.30507326, 2.197536)
(-0.4542682, -0.32606936, 2.1741595)
(-0.4534137, -0.32655764, 2.1739764)
(-0.45286438, -0.30067873, 2.1752582)
(-0.4497516, -0.3016553, 2.1728168)
(-0.45310852, -0.3275342, 2.1740375)
(-0.44761536, -0.30751467, 2.171657)
(-0.4527423, -0.33095217, 2.1900287)
(-0.45316955, -0.28895998, 2.1846576)
(-0.452193, -0.28700686, 2.1811786)
(-0.46012756, -0.31239748, 2.1675677)
(-0.4567096, -0.30458498, 2.169765)
(-0.459151, -0.31239748, 2.1705585)
(-0.45036194, -0.31044436, 2.1726336)
(-0.45017883, -0.3089795, 2.1709857)
(-0.44779846, -0.3089795, 2.173122)
(-0.45127746, -0.3040967, 2.1829486)
(-0.45609924, -0.30458498, 2.1825824)
(-0.45683166, -0.30556154, 2.185268)
(-0.4513385, -0.30507326, 2.1856341)
(-0.45554993, -0.30019045, 2.1950946)
(-0.4542682, -0.29530764, 2.1914935)
(-0.45188782, -0.29433107, 2.192348)
(-0.45316955, -0.2987256, 2.1963763)
(-0.47068664, -0.36317873, 2.2007709)
(-0.4601886, -0.3539014, 2.1894183)
(-0.46269104, -0.3695264, 2.192531)
(-0.4565265, -0.3407178, 2.1921039)
(-0.45750305, -0.33876467, 2.193996)
(-0.45512268, -0.3407178, 2.1987567)
(-0.4515216, -0.34462404, 2.1764789)
(-0.4535968, -0.34267092, 2.1799579)
(-0.45158264, -0.34364748, 2.178249)
(-0.45597717, -0.316792, 2.2033343)
(-0.44761536, -0.3250928, 2.1711688)
(-0.4480426, -0.32558107, 2.1742206)
(-0.45683166, -0.301167, 2.1915545)
(-0.4494464, -0.30312014, 2.1848407)
(-0.4494464, -0.3040967, 2.1875262)
(-0.44731018, -0.34169436, 2.1899676)
(-0.44792053, -0.33925295, 2.1860614)
(-0.49967834, -0.19423342, 2.134975)
(-0.5038898, -0.19032717, 2.1414447)
